timestamp,task_id,release,region,queue_depth_at_submit,duration_ms,outcome,attempt
2024-05-14T09:36:25Z,task-2024051-0121,2024.05.1,eastus,7,300.0,succeeded,1
2024-05-14T09:36:28Z,task-2024051-0122,2024.05.1,westeurope,4,294.5,succeeded,1
2024-05-14T09:36:35Z,task-2024051-0123,2024.05.1,westeurope,3,151.4,succeeded,1
2024-05-14T09:36:45Z,task-2024051-0124,2024.05.1,eastus,6,209.6,succeeded,1
2024-05-14T09:36:54Z,task-2024051-0125,2024.05.1,eastus,9,352.8,succeeded,1
2024-05-14T09:37:02Z,task-2024051-0126,2024.05.1,eastus,2,150.6,failed,1
2024-05-14T09:37:04Z,task-2024051-0126,2024.05.1,eastus,2,221.3,succeeded,2
2024-05-14T09:37:07Z,task-2024051-0127,2024.05.1,eastus,6,206.2,succeeded,1
2024-05-14T09:37:15Z,task-2024051-0128,2024.05.1,westeurope,2,399.3,succeeded,1
2024-05-14T09:37:26Z,task-2024051-0129,2024.05.1,eastus,5,256.5,succeeded,1
2024-05-14T09:37:29Z,task-2024051-0130,2024.05.1,eastus,3,369.4,succeeded,1
2024-05-14T09:37:40Z,task-2024051-0131,2024.05.1,westeurope,2,165.7,succeeded,1
2024-05-14T09:37:50Z,task-2024051-0132,2024.05.1,eastus,2,242.3,succeeded,1
2024-05-14T09:37:56Z,task-2024051-0133,2024.05.1,eastus,5,263.5,succeeded,1
2024-05-14T09:38:02Z,task-2024051-0134,2024.05.1,westeurope,4,169.2,succeeded,1
2024-05-14T09:38:03Z,task-2024051-0135,2024.05.1,eastus,4,299.0,succeeded,1
2024-05-14T09:38:11Z,task-2024051-0136,2024.05.1,westeurope,6,403.6,succeeded,1
2024-05-14T09:38:14Z,task-2024051-0137,2024.05.1,eastus,5,152.3,succeeded,1
2024-05-14T09:38:17Z,task-2024051-0138,2024.05.1,eastus,5,146.0,succeeded,1
2024-05-14T09:38:29Z,task-2024051-0139,2024.05.1,eastus,3,85.5,succeeded,1
2024-05-14T09:38:38Z,task-2024051-0140,2024.05.1,eastus,5,160.8,succeeded,1
2024-05-14T09:38:45Z,task-2024051-0141,2024.05.1,eastus,1,127.3,succeeded,1
2024-05-14T09:38:53Z,task-2024051-0142,2024.05.1,westeurope,1,335.0,succeeded,1
2024-05-14T09:39:04Z,task-2024051-0143,2024.05.1,westeurope,5,656.4,succeeded,1
2024-05-14T09:39:12Z,task-2024051-0144,2024.05.1,eastus,11,133.3,succeeded,1
2024-05-14T09:39:18Z,task-2024051-0145,2024.05.1,westeurope,3,114.8,succeeded,1
2024-05-14T09:39:21Z,task-2024051-0146,2024.05.1,eastus,9,275.8,succeeded,1
2024-05-14T09:39:31Z,task-2024051-0147,2024.05.1,eastus,5,284.0,succeeded,1
2024-05-14T09:39:34Z,task-2024051-0148,2024.05.1,eastus,2,189.5,succeeded,1
2024-05-14T09:39:44Z,task-2024051-0149,2024.05.1,eastus,3,207.9,succeeded,1
2024-05-14T09:39:56Z,task-2024051-0150,2024.05.1,eastus,7,206.0,succeeded,1
2024-05-14T09:40:00Z,task-2024051-0151,2024.05.1,eastus,5,124.1,succeeded,1
2024-05-14T09:40:04Z,task-2024051-0152,2024.05.1,westeurope,5,182.4,succeeded,1
2024-05-14T09:40:11Z,task-2024051-0153,2024.05.1,eastus,11,331.8,succeeded,1
2024-05-14T09:40:14Z,task-2024051-0154,2024.05.1,westeurope,2,111.7,succeeded,1
2024-05-14T09:40:16Z,task-2024051-0155,2024.05.1,eastus,6,271.6,succeeded,1
2024-05-14T09:40:23Z,task-2024051-0156,2024.05.1,eastus,1,216.7,succeeded,1
2024-05-14T09:40:27Z,task-2024051-0157,2024.05.1,westeurope,2,208.9,succeeded,1
2024-05-14T09:40:34Z,task-2024051-0158,2024.05.1,eastus,6,194.4,succeeded,1
2024-05-14T09:40:45Z,task-2024051-0159,2024.05.1,westeurope,0,286.8,succeeded,1
2024-05-14T09:40:51Z,task-2024051-0160,2024.05.1,eastus,9,221.7,succeeded,1
not-a-timestamp,task-invalid-0001,2024.05.1,eastus,5,210.4,succeeded,1
2024-05-14T10:15:00Z,task-invalid-0002,2024.05.1,eastus,-3,199.1,succeeded,1
2024-05-14T10:16:00Z,task-invalid-0003,2024.05.1,eastus,5,,succeeded,1
2024-05-14T10:17:00Z,task-invalid-0004,2024.05.1,eastus,5,205.2,cancelled,1
2024-05-14T10:18:00Z,,2024.05.1,eastus,5,208.9,succeeded,1
2024-05-14T10:19:00Z,task-invalid-0006,,eastus,5,211.7,succeeded,1
